,income,loan_amount,term_length,install_to_inc,occup,marital,schufa,num_applic,OBS_DATE,target_var
89,6958.7150854989195,19100,64.0,0.04288686867233664,Student,Not avail.,7842.419515633489,1,27AUG2018 - 00:00:00,0
90,31755.094347880564,26700,52.0,0.016169422544821017,Worker,Single,7862.352032770489,1,18NOV2011 - 00:00:00,0
91,10019.770552247079,15500,20.0,0.07734708055028217,Student,Divorced,10352.381853780305,1,09MAY2016 - 00:00:00,0
92,17643.633673870514,17500,67.0,0.014803868334534953,Worker,Divorced,9672.135449290738,2,11OCT2013 - 00:00:00,0
93,22116.862610378103,19500,,0.012245558427724177,Worker,Single,14318.660160870759,2,07JUL2015 - 00:00:00,0
94,39982.44403281872,20000,70.0,0.00714599351354718,Worker,Married,6879.937477043034,2,14MAY2009 - 00:00:00,0
95,38281.577735499544,24300,80.0,0.007934625947203957,Employee,Married,6983.717071364114,1,11JUN2011 - 00:00:00,Not avail.
96,13172.117909263556,11900,53.0,0.01704572517748937,Worker,,9946.669470725406,1,04MAY2013 - 00:00:00,0
97,13196.374838569393,13000,92.0,0.010707815559549963,Student,Single,,1,02DEC2013 - 00:00:00,0
98,30962.33735411505,17000,98.0,0.005602593427335262,,Divorced,7180.868992778126,1,28JUN2008 - 00:00:00,0
99,,6400,62.0,0.004282005223236514,Worker,Married,Not avail.,2,04NOV2016 - 00:00:00,0
100,37510.02683700173,32200,52.0,0.01650840645680183,Worker,Single,9951.288564045606,2,13FEB2016 - 00:00:00,0
101,21002.85485669133,18600,45.0,0.019679864292432077,Worker,Single,6116.325819271116,1,19MAR2018 - 00:00:00,1
102,39480.97583315208,Not avail.,81.0,0.0028768348430285554,Student,Single,7774.113787495341,1,15SEP2018 - 00:00:00,0
103,25292.783432438355,11500,13.0,0.034975011231102894,Student,,10424.633961194739,1,20JUN2018 - 00:00:00,0
104,23198.72002845362,12800,47.0,0.011739459125239875,Not avail.,Divorced,6099.60923948024,1,10FEB2018 - 00:00:00,1
105,15339.638550916778,14500,45.0,0.021005854939324144,Worker,Married,8611.055692701608,2,28DEC2018 - 00:00:00,0
106,22069.697708367792,7400,102.0,0.0032872683879279396,Employee,Single,7597.5033484222195,1,15JAN2017 - 00:00:00,0
107,Not avail.,12700,33.0,0.06478823038642123,Worker,Separated,9688.632791329874,1,31OCT2014 - 00:00:00,1
108,34260.044107181355,9700,33.0,0.0085796560278736,3,Divorced,7573.627687651256,1,03SEP2014 - 00:00:00,1
109,33251.87593969492,14300,,0.00955668721831197,Worker,Married,6954.4341801273295,1,,0
110,44107.66189022382,22400,114.0,0.004454809428783766,Employee,Single,9706.590263111997,2,11NOV2018 - 00:00:00,0
111,33394.8719905969,29800,107.0,0.00833974368806132,Employee,Single,6379.324907805099,1,20FEB2009 - 00:00:00,0
112,35030.643434715865,19900,98.0,0.0057966741281308964,Employee,Separated,6042.617714830392,1,15MAY2013 - 00:00:00,0
113,28795.170970752362,14700,120.0,0.004254185541194559,Employee,Married,10208.026104758726,2,20NOV2009 - 00:00:00,
114,28603.878498764727,11200,47.0,0.008330963661124366,Worker,Living together,10427.557516814773,1,23FEB2016 - 00:00:00,0
115,32716.61784370973,14200,89.0,,Employee,Not avail.,7051.8094321783265,1,22MAR2018 - 00:00:00,0
116,22175.776756349984,26300,Not avail.,0.028926310978056938,Worker,Divorced,7077.303235709895,1,20SEP2014 - 00:00:00,1
117,Not avail.,11500,62.0,0.006295487795476108,Worker,Not avail.,7174.36889082046,2,11FEB2017 - 00:00:00,0
118,28482.970020609508,12500,30.0,0.014628624274967741,Student,Separated,8530.551352612998,1,22MAR2014 - 00:00:00,0
119,18739.238821200197,19800,87.0,0.012144901352080396,Employee,Divorced,6038.331741146567,Not avail.,10NOV2011 - 00:00:00,1
120,34497.914498087106,19900,41.0,0.014069425955747264,Student,Married,13399.877958775549,2,16MAR2018 - 00:00:00,0
121,38434.98257992981,21800,43.0,,Worker,Living together,6631.461380348671,1,17JUN2008 - 00:00:00,0
122,57909.12411470075,12300,163.0,0.001303078294707453,Employee,,8785.360160043432,1,03NOV2014 - 00:00:00,0
123,32607.035449290775,35400,Not avail.,0.03618850912819386,Not avail.,Single,8782.909108785589,1,10FEB2010 - 00:00:00,1
124,19552.099665993348,Not avail.,94.0,0.00837914034976965,Student,Living together,6253.827674382211,1,21SEP2012 - 00:00:00,0
125,Not avail.,21600,54.0,0.030895617900332104,Worker,Separated,9231.667450787505,,18SEP2016 - 00:00:00,0
126,19313.136856113164,,26.0,0.019516408946471577,Student,Divorced,9558.137056435131,1,17AUG2013 - 00:00:00,0
127,19318.81208867945,14600,84.0,0.008996905348614768,Employee,Divorced,6707.36448642158,,08JUN2018 - 00:00:00,0
128,6045.504953805685,17600,40.0,0.07278134802007186,1,Divorced,8113.663096618458,1,03AUG2015 - 00:00:00,1
129,12864.14180084828,23200,17.0,0.10608604160931673,Student,Divorced,10730.355068027904,1,19DEC2013 - 00:00:00,0
130,27522.88869825245,19500,64.0,0.011070331437242849,Worker,Single,9729.023289911027,1,13JUL2009 - 00:00:00,0
131,21992.84897377395,15600,117.0,0.0060625766808261525,Employee,Divorced,6656.428732663216,1,09JAN2017 - 00:00:00,0
132,13837.366838019538,17000,85.0,0.014453616959151518,Not avail.,Single,8675.874983331083,1,07MAR2010 - 00:00:00,0
133,5434.5149526370005,14400,100.0,0.026497304958214642,Employee,Not avail.,11299.04136424925,1,03JAN2015 - 00:00:00,0
134,19244.870128987375,10600,24.0,0.022949838772952334,Not avail.,Married,7722.374616763443,2,28JUN2008 - 00:00:00,0
135,34083.5189294606,9900,90.0,0.0032273662888992324,Employee,Married,9758.144022366643,2,24MAR2008 - 00:00:00,0
136,20742.90725682903,27900,16.0,0.08406487954700365,Student,Single,11110.668118728256,1,30JUN2016 - 00:00:00,0
137,43810.65434212258,21400,106.0,0.004608166563235335,Employee,Single,7281.112251375942,1,24MAY2010 - 00:00:00,0
138,29463.617614168368,32400,59.0,0.018638327090859566,Student,Single,7830.902239501031,1,07FEB2017 - 00:00:00,0
139,22354.133464544073,24900,,0.015688562739788827,Worker,Married,8587.865829087332,2,20AUG2014 - 00:00:00,0
140,28276.78982094644,19700,130.0,0.005359111217999974,Employee,Single,6251.861085637008,1,26MAY2008 - 00:00:00,0
141,20811.022273203045,21700,60.0,0.017378611291592367,Worker,Single,7499.622846111621,Not avail.,24FEB2009 - 00:00:00,1
142,Not avail.,22100,89.0,,Student,Single,6097.55389571569,1,26MAY2011 - 00:00:00,0
143,58989.91436533467,41400,92.0,0.007628422669222279,Employee,Single,7972.141191441259,1,16SEP2009 - 00:00:00,0
144,55509.834004740274,29200,97.0,0.005423019780771547,Employee,Single,8895.927795577622,1,06OCT2012 - 00:00:00,0
145,17749.456805982034,15000,70.0,0.012072804065389447,Not avail.,Single,6051.772864758699,1,11JUL2016 - 00:00:00,1
146,38755.98115090406,Not avail.,86.0,0.006510622977466869,Employee,Married,14041.223346559354,2,20SEP2016 - 00:00:00,0
147,22456.349175933792,21500,82.0,0.011675767948612545,Employee,Single,Not avail.,1,20SEP2015 - 00:00:00,0
148,24804.31321053883,Not avail.,85.0,0.007541382901500148,Student,Separated,14784.719126918966,2,25APR2012 - 00:00:00,0
149,15562.147153023674,,56.0,0.01973653469040616,Worker,Separated,8099.31037333756,2,28OCT2010 - 00:00:00,0
150,12283.539618803747,,13.0,0.07076386743607221,Student,Married,8367.16265403845,Not avail.,22MAR2015 - 00:00:00,0
151,18459.69721105309,10400,72.0,0.007824854481250951,Worker,Living together,6223.808856451222,1,06FEB2012 - 00:00:00,1
152,29492.589777572903,23400,17.0,0.046671743601235244,Student,Living together,7518.668612397127,1,24JAN2008 - 00:00:00,0
153,19799.841533373354,27400,83.0,0.01667288505169502,Employee,Separated,10192.89448366017,1,Not avail.,0
154,15634.08836707322,22100,13.0,0.10873675267055233,Student,Divorced,9460.998470689236,1,07DEC2013 - 00:00:00,0
155,34595.63472625967,29100,49.0,0.01716625683325382,Worker,Living together,9181.085192810227,1,19JUN2009 - 00:00:00,0
156,21779.674992159944,11300,78.0,0.0066516968193485225,Worker,Married,6773.99264659726,2,18AUG2018 - 00:00:00,
157,15226.067893078234,11600,51.0,0.014938261275950044,Worker,Divorced,13491.579444820272,2,28DEC2017 - 00:00:00,0
158,9669.86009706509,16000,74.0,0.02235980810951342,Worker,Separated,10914.129885909108,,23FEB2012 - 00:00:00,0
159,32211.87295060384,9600,46.0,0.0064788425216361365,Student,Separated,9005.748215401432,1,18JUN2015 - 00:00:00,0
160,22728.158507280106,26000,72.0,0.015888269654377972,Student,Separated,8932.052350165235,1,10DEC2018 - 00:00:00,0
161,19444.02204558221,19200,42.0,0.023510714813590874,Worker,Divorced,Not avail.,1,16FEB2017 - 00:00:00,0
162,21660.599538138184,Not avail.,72.0,0.01654309395741377,Worker,Single,6683.146967415537,1,14MAR2018 - 00:00:00,1
163,9964.188831519697,20600,31.0,0.06669043915849884,Worker,Single,7303.995266576472,2,26OCT2012 - 00:00:00,1
164,9472.280818019015,22600,25.0,0.09543635977095725,Not avail.,Single,10476.965748775287,1,Not avail.,0
165,39228.06532131536,20600,81.0,0.00648313868071721,Employee,Divorced,10790.432848248962,2,19APR2011 - 00:00:00,0
166,17414.102136459405,19300,22.0,0.050377143788309736,Student,Separated,9062.21281946489,1,17OCT2014 - 00:00:00,0
167,42092.773779933545,18700,68.0,0.006533187892005775,Worker,Single,8256.244038618475,1,07JUL2017 - 00:00:00,0
168,47007.35202762671,32700,88.0,0.007904953013999199,Employee,Living together,8632.32997199024,1,27DEC2017 - 00:00:00,0
169,40206.5930998245,22200,52.0,0.010618235568060115,Worker,Married,Not avail.,1,03JUN2014 - 00:00:00,0
170,8321.36584880128,20000,,0.03876534826404238,Worker,Separated,10978.177195272267,2,Not avail.,0
171,15585.641058003104,15000,34.0,0.028306597652696143,Worker,Single,6224.893552114492,1,01NOV2011 - 00:00:00,1
172,32724.118152865907,21600,47.0,,Worker,Single,13676.075507262947,1,17MAY2010 - 00:00:00,0
173,29655.555491712785,28500,20.0,0.04805170486178264,2,Living together,12743.15258377127,1,28DEC2013 - 00:00:00,0
174,38228.74743309698,26400,40.0,0.017264494505216183,Student,Living together,Not avail.,,30JAN2009 - 00:00:00,0
175,35947.36500688152,11800,81.0,0.0040525644179424895,Employee,Living together,10680.382700490974,1,30DEC2017 - 00:00:00,0
176,30785.93875827913,34400,69.0,0.01619410499553495,Not avail.,Separated,6069.305674622175,2,16JUN2015 - 00:00:00,1
177,,9300,65.0,0.009611217653911364,Worker,Separated,9096.475905585336,,15SEP2014 - 00:00:00,0
178,12004.156683671488,12300,40.0,0.02561612682199269,Worker,,7212.0141759405415,1,23MAY2016 - 00:00:00,1
179,5720.935079661496,17800,57.0,0.05458560487158393,Worker,Divorced,13628.239252737649,1,31MAR2017 - 00:00:00,0
180,33016.58276502589,14100,61.0,0.007000952903837725,Worker,Married,7472.4296962925,1,31OCT2014 - 00:00:00,0
181,15449.625642438234,27800,,0.02726358107054083,Worker,Single,7911.072824000305,,20FEB2013 - 00:00:00,1
182,27768.04310160779,9600,69.0,Not avail.,Worker,Living together,11315.559730285064,1,17MAR2009 - 00:00:00,0
183,40651.80511867361,25100,51.0,0.012106642283371159,Worker,Not avail.,6955.205713003643,2,09MAY2017 - 00:00:00,0
184,39492.69838823914,26300,102.0,0.006528881230655213,Employee,Single,8151.215699360021,1,26MAY2015 - 00:00:00,0
185,23408.796585464454,26000,18.0,0.06170519869190384,Student,Divorced,8005.499457310335,1,,0
186,17681.175696701262,9000,96.0,0.00530224921736911,Employee,Single,8579.17607068669,1,24JUL2015 - 00:00:00,0
187,20378.174258077277,18500,18.0,0.050435223723263554,Student,Separated,6805.5790530359645,1,17JUN2013 - 00:00:00,1
188,56976.94050652205,40300,100.0,0.007073036853459503,Employee,Separated,6390.372779003523,1,22MAY2018 - 00:00:00,0
189,6505.095320718268,14600,24.0,0.09351643647647018,Student,Married,6443.818968639004,2,06MAY2014 - 00:00:00,0
190,24698.639649668705,13200,74.0,0.007222194457206515,2,Single,9321.444366331587,1,12SEP2011 - 00:00:00,0
191,38583.69499365747,13800,86.0,0.004158884116864588,Employee,Single,7137.568074583325,1,13JUL2010 - 00:00:00,0
192,28803.35278017165,15500,73.0,0.0073716684562310985,Worker,Single,6680.88845288793,1,17JUN2015 - 00:00:00,0
193,11339.092877873574,20100,53.0,0.03344582208678301,Worker,Divorced,7549.40806437931,2,29JUL2015 - 00:00:00,0
194,31875.346566827746,25900,51.0,0.015932160492441755,Worker,Living together,9169.303718151152,Not avail.,11AUG2012 - 00:00:00,0
195,59035.3824283631,27600,84.0,0.005565669519802567,Employee,Married,7701.073515664506,2,10DEC2014 - 00:00:00,0
196,15492.277419415474,13400,43.0,0.0201150481972522,Worker,Married,8417.384349138782,2,01JUN2013 - 00:00:00,0
197,29090.38985035847,18600,,0.004918357018001943,Employee,Divorced,9258.431324418661,1,05MAY2014 - 00:00:00,0
198,29551.493768256805,12200,45.0,,Worker,Living together,10609.759371403929,1,25JAN2016 - 00:00:00,0
199,47700.13066739862,,115.0,Not avail.,Employee,Single,11155.203487638268,1,26NOV2012 - 00:00:00,0
200,38194.9055832942,27900,106.0,0.0068911689438743845,Employee,Single,7430.119751836783,1,,Not avail.
201,7254.153234134426,20300,36.0,0.07773324751888465,Worker,Divorced,9727.372192215396,1,23MAR2014 - 00:00:00,0
202,32871.883886423995,17500,91.0,0.005850218167359581,Employee,,11278.358306297452,1,02JUN2017 - 00:00:00,0
203,37766.906247471474,16600,68.0,0.006463797840872058,Worker,Single,8430.098078382365,1,21AUG2011 - 00:00:00,0
204,35253.549626003296,25600,71.0,0.010227718459752936,Worker,Single,8487.691850432766,2,25JUN2013 - 00:00:00,0
205,22243.47219819717,24000,32.0,0.03371775743090988,1,Married,12291.94879822538,1,26AUG2016 - 00:00:00,0
206,31246.440825970152,34400,31.0,0.03551372220392353,Worker,Separated,10619.957294416543,2,19MAY2017 - 00:00:00,0
207,9514.794630843538,18500,54.0,0.0360063044852309,Worker,,6574.290843346642,1,07JUL2017 - 00:00:00,1
208,24501.722745640967,29000,23.0,0.05146044538609878,Student,Single,9202.230498998942,1,28JAN2016 - 00:00:00,0
209,35162.10559994921,25500,98.0,0.007400127984173647,Employee,Divorced,6780.218369075099,1,01JUN2014 - 00:00:00,0
210,50423.62650337661,24100,114.0,0.0041925486806819266,Employee,Single,7386.230405835975,2,18JUN2009 - 00:00:00,0
211,42334.3648410895,31600,92.0,0.008113462010328478,Employee,Single,7657.056750345178,2,11MAR2012 - 00:00:00,0
212,11399.53870409208,25100,70.0,0.031454906893970416,Worker,Separated,12197.61427626113,1,28JAN2018 - 00:00:00,0
213,41451.967940536764,40700,37.0,0.026536737690667913,Worker,Single,6637.4437054037635,1,,0
214,20330.262416033263,22300,17.0,0.06452276311238572,Student,Single,6692.213622895928,1,10JUN2014 - 00:00:00,0
215,39629.423525148624,Not avail.,107.0,0.0030657858806778615,Employee,Single,9645.46157326354,1,13JAN2015 - 00:00:00,0
216,16852.950585008144,19000,76.0,0.014834197652154286,Worker,Single,7827.291577403166,1,24FEB2014 - 00:00:00,0
217,10153.601723519383,11100,54.0,0.02024459508584182,Not avail.,Single,8363.926285503145,1,30APR2018 - 00:00:00,1
218,11570.64427479029,19400,51.0,0.03287562453989965,Worker,Not avail.,8868.580102078013,2,12JUL2012 - 00:00:00,1
219,32398.32977891249,25100,48.0,Not avail.,Worker,Married,,1,27AUG2015 - 00:00:00,0
220,6177.250039329294,17400,52.0,0.054168988220479435,Worker,Divorced,7536.035347743936,1,25AUG2013 - 00:00:00,1
221,25975.87367963999,12900,130.0,0.0038201128652911014,Employee,,6320.3511866204135,1,29JUN2008 - 00:00:00,Not avail.
222,12946.613884089886,21200,28.0,0.058481921521836004,1,Not avail.,9040.662284688342,1,11MAY2010 - 00:00:00,0
223,53210.04958255598,24900,122.0,Not avail.,Employee,,8611.7775736792,1,06NOV2016 - 00:00:00,0
224,19645.611240343052,12300,67.0,0.009344687080809459,Worker,Single,7449.13322634025,1,30JUN2018 - 00:00:00,1
225,21600.24056258292,17500,103.0,0.00786578798180952,Employee,Separated,,1,08DEC2008 - 00:00:00,0
226,26263.172000001174,17800,26.0,0.02606750565450944,Student,Married,6651.192779950459,2,06NOV2015 - 00:00:00,Not avail.
227,26712.275894272392,19600,91.0,0.008063132330510177,Employee,Single,10873.462192784413,1,26OCT2016 - 00:00:00,0
228,22415.415432054186,18800,38.0,0.022071276956918958,Worker,Single,7656.408398700316,2,03MAR2008 - 00:00:00,1
229,5115.84694167312,17700,42.0,0.08237708755429353,Worker,Separated,8453.207645399538,2,23JUN2014 - 00:00:00,0
230,9439.91552384265,23000,27.0,0.0902393511573601,Student,Separated,7770.614484399013,1,27MAR2017 - 00:00:00,1
231,39522.294396610945,Not avail.,99.0,0.004753741925845747,Employee,Single,13081.307426090665,1,13FEB2011 - 00:00:00,0
232,18830.728786697407,14700,Not avail.,0.015012287144829467,Worker,Single,14036.048637890859,,12JAN2012 - 00:00:00,0
233,35698.13795495495,17400,122.0,0.003995249023902544,Employee,Single,10172.512023541487,1,10AUG2013 - 00:00:00,0
